"id","text","Extr","Open","Cons"
"VLOG331","﻿Ladies and gentlemen, how're you all doing? My name is XXXX and I look for opportunities.Um, you know uh, just a lot of stuff's been going on which is why I haven't really posted a video in a while. Um, just a lotta -- a lotta -- a lotta family stuff and friends and whatnot. Anyways, um, you know, it's bad stuff, but, you know, you gotta move on from it. So that's what I'm doing.Um, it's -- some of you guys -- I don't know. Just so you guys know, I'm a hundred seventy two pounds now. Um, but that's probably because of the stress so not necessarily a good, uh, eating habit.Um, I've been working out a lot more. Every morning I do about uh, thirty to fifty pushups uh, just to get my day going. And then I try to do a little workout throughout the day. Um, so, you know, just -- that's just a little update for you guys. I'm sorry I didn't really, you know, uh, go with the daily blogs all the time. But um, I'm just letting you guys know, a hundred seventy two pounds. I'm working out pretty much every day now and um, you know, it's pretty good.Um, and yesterday I uh, was helping my friend and his brother film something for his girlfriend. Um, it's like a micro Christmas thing. And I am going -- I might put that on this channel. It's not like I have any other channel to put it on, but I might put it on here. Kind of -- I think -- you know, I was filming it and stuff like that and I felt a little direct and it was -- it was a lot of fun. So uh, hopefully you guys will see that pretty soon.Um, anyway, I have a lot more raps that I would love to get out and a lot more songs that I'd love to get out. So um, that's kind a what this channel's turning into. A lot of rap and songs and blogs.Um, I used my skip, but I just don't have time to skipping right now. Um, but anyway um, you know, that's enough out of me.So thanks for watching and stay healthy and I hope you have a happy holiday if I don't talk to you before and -- yeah -- that's it.You guys have a good one.","Low","High","High"
"VLOG332","Hey guys, it's me XXXX. I know I -- I think I said in my last video I was going to shave off my mustache, but somebody commented on it saying it looked like the anti Hitler, because Hitler had the, um, hair in the middle and on my hair -- I have no hair here at all. It seems to be curling out the side like this, so I decided to keep it, you know, for a couple more weeks or so though I'd shave it off. Because if I shave it off I look a lot younger and I'm twenty one and I want to look as young as possible, you know?Um, so yeah, uh, basically -- oh, I got one more thing before I start on my actual topic that I'm going to do today. I think Adam Lambert got robbed on American Idol. He should've won. It should've been Danny and Adam in the bottom -- I mean in the top two, bottom two. Should've been Danny and Adam in the top two with Adam winning or even if Danny won, it would've seemed more realistic than Kris Allen winning. I think Kris Allen is a little bit -- gonna get my shirt words on it. Uh, I think Kris Allen's not that good of a performer. He doesn't really live to the name of an American Idol. Neither does Taylor Hicks, season five. I thought he was just like, you know, one of the joke kind of contestants like Sanjaya was in season six. And I can't think of any other ones offhand, but you know what I mean.Um, yeah, so anyways I work at Taco Bell and I've worked there for about a year and a half now and strangely enough I enjoy working there. I know it seems strange like, oh my God, someone actually works -- likes working for a fast food? Well, yes I do, I enjoy it and -- 'cause really it's not just the whole job aspect that I enjoy, I actually like the people I work with. They're so laid back and they're so, you know, accepting of me as a person as well as, you know, my situations -- that I had been put in situations that I have that I will discuss later on with you guys.And my boss is very lenient with my schedule and understands all my situations pretty well and I'm thankful for that and you know, a job is a job no matter what. You should be thankful that you even have a job no matter how low in the food chain that job is. And I get a paycheck every two weeks and I'm fine. I mean, I can survive on what I get. I can make it work.And -- oh, and you're probably all wondering the background, like you have a Coca Cola room? Trust me, it's not my idea, I swear, but I'll go into why my room is like this in another video.Anyways, back on topic. Um, so yeah, I like my job 'cause it's actually -- and there's a lot of diverse people at the Taco Bell that I work at. Mexican people, black people, gay people, me, a couple of people are bisexuals there. Um, men, women, children -- well, not children, minors, you know. Old, young, middle age.And even have our own little pet ducks at work too. So I know it seems kinda odd, but my boss takes care of the ducks outside of the drive thru and we use all the food that we don't need -- all the -- anything that's dried up or old, we just, you know, tear up. We put it in a thing called a duck box and we set the duck box outside and the little ducks come and eat their uh, eat the food.So, yeah, it's kinda cool and I think I'm very lucky to have the job that I have with the people that I work with, 'cause the people that I work with are probably one in a million. The crew is probably one in a million chance that I would work with them because they're so funny and nice and -- and -- and, you know, team -- huge team players. Yeah, we all make mistakes but, you know, who doesn't make mistakes?I mean, it's just a great place. It's a great environment and I -- that's surprising considering I live in California, but I'm not going to get into that. I like California, I do, but certain places in it scare me to death so that's why I don't travel that much anywhere in California. I practically stay in Stockton here most of the time.Um, so yeah, that's about it, that's about what I do. You're probably thinking, oh God, this blog is kinda boring -- I'm -- well, I promise you, once I get all the personal stuff about myself -- personal stuff about myself out of the way, then I'll start diving into some of the other topics like how I came out.That's probably really juicy, that's a funny story about how I came out and why I came out and who I came out to and what was the background behind that and, you know? It was really funny. It's actually kinda work related too, so, yeah.So guys, I hope you guys have a good summer 'cause school's out amongst other things. I'm out, school's out, I came out saying here schools' out. See how that works?I know that's kind boring, whoop dee doo. Anyways, um, so I hope to see you guys later, maybe in a couple of days.I wanna try to do these blogs as frequently as I possibly can. I've just been really really busy with work. But now that everyone is out of school, I should be able to do these at least once or twice a week and I -- trust me, I'll have subjects galore for these blogs and um, I hope you guys will subscribe and follow me -- that's twitter, something different, huh?Anyways, yeah, in the description box, this way -- no this way, right? No, this way. I couldn't remember, it's sorta like a mirror image so I'm pointing the wrong way. In the description box on this side, over here, this way -- I don't know how to do that right then, um, you'll find the link to my MySpace, so if you want to, friend request me on MySpace, go ahead, post a comment, do whatever you want.Uh, yeah so that's about it for this blog for today. Ciao.","High","Low","High"
"VLOG333","﻿Bonjour. Hey Twilighters. It's Friday and today is fantastic because I went to Walmart and right in the door, I saw these really crazy like, bottles of soda. I'm like, oh, it's so cute, it's a little ornament. So I'm actually going to make an ornament out of this bottle of soda. It seriously is a bottle of soda, look. Now, woo. . Ah!So this week is probably a week that I do not want to remember ever. This is the last week I'll get to see Sana . Hopefully I'll be able to see her either tomorrow or sometime next week before she leaves. I don't want her to go, but let's not talk about goodbyes, because it's never really goodbye. We're always going to be friends and hello Skype. It's going to be sad not hanging out with her all the time.So, I went to see New Moon again. It's like, gets better every time I see it. It really cracks me up, because I am just in love with the idea of face punch. Face punch, I love it . Plus the fact that it's blatantly making fun of Hollywood action films. I still think it's fucking hilarious, so I did a face punch trailer just for you guys. ﻿I have some challenges I need to get out of the way. Both of these challenges are from XXXX.Challenge numero uno. XXXX challenged me to go into a bookstore and find as many books as I possibly can on vampires. Well, I haven't been able to go to a bookstore recently, so I went to borders dot com and found several vampire titles. Including The Vampire Diaries, The Vampire Academy, Cirque du Freak, Interview with a Vampire, The Thirst Novels, The Coffin Club, and Dance of the Vampire. Those were just a few I found -- there are so many more out there. And actually, it makes me wonder -- if you write a novel about vampires, is it going to be published because it's popular?I think I just figured out how I'm going to get my book published. The subject -- vampires. Ta da! Instant bestseller. No, I don't know, but I just think that there are so many -- it's kind of freaking me out that there are so many vampire novels actually out there and I do like a few.Challenge numero dos. XXXX also challenged me to make a attractive face like Rob did in one of his recent interviews. So here goes nothing.So also when I went in to go see New Moon again I realized how much I freaking love Michael Sheen, to the point where I just wanted to hug him. He's freaking awesome as Aro and I realized that I didn't put him on my list of things that I liked about New Moon so I wanted to kind of dedicate this blog to his awesomeness. Seriously, when Michael Sheen came onscreen as Aro, I thought I was going to die because he just kind of took over that portion of the movie. His acting was superb and actually, it fit exactly how I imagined Aro in the books. He was so intimidating, yet very, like, welcoming at the same time and I couldn't quite pinpoint why I felt, like, drawn to him and yet repulsed by him at the same time.So, um, I thought I'd bring this up right now -- um, fifty book challenge for this year has officially failed for me. I think I read, like, ten and actually I just got done reading this book. It's called Guitar Girl by Sarra Manning. It's really good and I -- I just enjoyed it because it was, like, all about the real story of a teen band and how fame kind of corrupted people and -- basically it's about how people aren't really what they seem to be in real life and people are just out for money and for themselves and it's really good. I just -- I teared up at the end, it was really cute.Next I will be reading this book. Whoo hoo, I'm jumping on the bandwagon. No, seriously, I've been meaning to read it for a while, but y'all are saying how awesome it is, so I'm going to read it. Don't know what this is; it's like reading ninja. Whoo, reading ninja.Friday, I will see you Twilighters again and, um, Monday, maybe XXXX? Maybe? If not, XXXX, I'll see you on Tuesday -- or before.","High","High","Low"
"VLOG334","﻿Hey guys, sorry it's been so long since I last posted a video. I really got caught up in, basically, school. I mean, how cliché is that? Everybody's caught up in school right now. I noticed that a lot of users -- users, ha -- no, people who make YouTube videos -- um, they stop making videos for a few weeks when the school year starts. So, hopefully, you know, people haven't been wondering where I was and thinking that I wasn't gonna come back. But, I'm back, and I'm really going to try and start making videos more consistently. It was just during the summer that I had a lot of time to, uh, waste -- not that YouTube's wasting my time, ha.So, basically I've been doing school, taking a sewing class at this art school I go to. And it's really cool, it's a little bit overwhelming 'cause I've never really used a machine before, and I'm just like - rrr, pch, pch, pch. I really want to do fashion design as my future, and I figured okay, well maybe I should sew so that I know what I'm doing. obviously.I was really bored one night and I just took a scissors to the face -- head -- region. I kinda wanted a whole Betty Page look -- you know, like, forties pinup. So, hopefully that's what comes across, because I just want to look like a calendar girl bimbo all the time. And there's so many times where I was like, I should make a video. I'm like, well, I'll just read this book. I was reading this book called Shiver. I don't know if anybody else has read it. If you have, leave me a comment telling me what you thought of it, because I was kind of half and half with it, 'cause it's a Stephanie Meyer ripoff with the whole werewolf, true love thing. Umm, it was kind of Jacobish ey, and then kind of an Edward thing mixed in, like I can’t love you 'cause you're a werewolf, vampire, and we can't be together. It was like, we'll find a way. Oh, low battery -- crapface. I'm just gonna stop it here and then -- so this is Shiver.Um, if I was going love hate society ratings, I would probably rate a three -- maybe like three and a half, 'cause it definitely was inspired by Twilight and, 'cause the whole werewolf vampire obsession thing really wasn't so romantic before, 'cause the whole idea of falling in love with a werewolf was never quite that appealing until Twilight came along.I made the mistake of trying to make these freaking pompom things -- I hate them. Like, oh gosh, if anybody knows how to make these, then please give me the most dumbed down directions that you can possibly ever give a person, because I can't understand directions for crap. I ended rolling this whole thing and then cutting it, and the the whole thing just fell apart after -- after I've been rolling this yarn for about, err, two hours -- yeah, two hours. And then the whole thing just fell apart, so I kind of like cried and screamed and stomped around the house and um, physically abused the sock -- it's got some dents. Uh, that's how I deal with my rage, eh.I started watching America's Next Top Model. And I started watching it, and I was shocked, 'cause this is Season -- or Cycle -- thirteen, and it's for short people. And I have nothing against short people. I think that short people are beautiful, um, just as beautiful as someone who is tall. Sometimes short people are prettier than tall people. But, for real, like, it's just -- sorry, you can't really be a model if you're really short. It just doesn't happen.And it kind of made the show even lamer than it already is, 'cause Tyra is just such a freak now. Like, I -- I think Tyra Banks is really nice and stuff, but every show she just gets weirder and weirder. Like, what was it, the first episode? She was talking in a French accent half of the time, and one season before, I know that she was dressed up like a princess and she put on a skit with the Mister and Misses Jays or whatever they are. And they were like Prince Charming and Miss Jay was a witch or something. It was the weirdest thing, and I was just like -- wow, this show is really desperate. Um, and then there was a space themed one. It was -- it's getting really weird and over the top. I'm gonna to cry right now. I'm really sad. Meh, what do you think of my fringe? A lot of people don't think I look the same, but you know, hey, I'm the same. Because every single subscriber means so much to me.So, um, yeah, oh and the XXXX Channel -- um, I feel horrible about that too. The XXXX Channel really hasn't been -- it's on hiatus, basically. XXXX like quit and then we all decided to take a break, and then XXXX was gonna come back when we're all done with the break. And it's been a while, and we we're gonna make a video saying that we're going on break, but that never happened. And we're just all very scattered and -- I don't know, I think that we'll work out, but we're not really sweating it right now 'cause we really don't want to be, like, you know, uff, Collab Channel nazis. And um, we're just gonna chill for a while, and maybe during Christmas break or -- or something -- we'll start making videos again.But I really hope that nobody unsubscribes, because it is a really good channel and I think that we have a lot potential. But we're all a bunch of teenagers who still go to high school and have kind of crazy lives. So, um, hang in there with us, and we'll be posting videos, um, when we're all finally settled down. So yeah, thank you for watching this really long video. I hope that you didn't die of boredom. But yeah, I'll talk to you guys later. Bye.","High","High","Low"
"VLOG335","﻿Good morning, YouTube. It's Sunday, the twenty sixth of April and it's ninety one degrees outside. Oh, that's bad.But I want you to meet my -- my very best friend. Yeah, it's mister air conditioner and -- and thanks to mister air conditioner, can I just say it's quite jokes it's quite jokes in here; although running my AC is bringing up the atmosphere, it's quite jokes.It's ninety one degrees in April in New Jersey.Was that the doorbell? I'll see you tomorrow in case it was.","Low","Low","High"
"VLOG336","﻿Hi, um, I want to talk seriously in this video and I know it's been a while, but I thought it was about time that you learn of my condition. Um, this is something I've learnt to deal with and I thought it was about time that you understood what it's like to live the way that I do. Um, although no one in my family suffered from this, it wasn't until school -- -- it wasn't until school that I became truly aware of how unique I was.The school kids say -- they used to call me names and the teachers used to make me sit at the back of the classroom with a bucket, and by the end of most lessons it was usually about full to the brim . I mean, can you imagine what it's like taking your GCSE exams when you're suffering from what I've got?There are some mornings when I wake up and I -- I don't even need to shower . Things have always been tough for me and now you know what it's like and I hope you'll accept me for who I am and not what I do .","Low","Low","Low"
"VLOG337","Hey guys. Um, I'm doing, like, an update video right now. First of all, about my videos. If you -- if you are a true subscriber and you actually watch me, first of all, thank you. And second of all you would notice -- you would notice that I've deleted about, huh, I don't know, what is approximate amount; about 40 videos -- forty of my videos.about that now. Um, I just wanted to say, that well, I'm kinda, like, starting fresh. I'm keeping some of my videos, like, the XXXX and XXXX videos. That old crap in my hair was, like, phfft. But um, I'm kinda, like, starting fresh. I'm doing this whole new vlog thing, because I know, now, how to edit and now I realize how easy it is to edit -- la la la -- so I know how easy it is to edit. And that's a big, uh, thbbt. So now, just keep expecting more vloggy thing types from me.This person writes here, just say hello. Hello. Hellooo. Um, oh God. Okay. There's -- nah -- I feel sleepy right now. So, yeah, I'm gonna start making vlogs. Yeah. So -- -- so be expecting more vlogs. So, that'll be coming and yeah.Hello? Hello. Hello.Okay. That made me look stupid.Reminder, I have a Twitter. Please, go follow my Twitter. It'll be either here or here. It'll be somewhere on the screen and also in the description box. Am I pointing right -- the right way? Okay. Somewhere here -- I know it's not up there, but it's over here. The description box is over here.There are gonna be more vids to come, so please be expecting that. Please, be expecting more vids and stuff.Hello? Hello?Okay. The weirdness, um, when they decide to talk to me I'll be waiting. I'll be seeing you soon. You little, rascal, devil, you.Hello? Hello? Anyways, like I was saying I'm going to be making more vids, like, pretty soon -","Low","Low","Low"
"VLOG338","﻿Welcome to XXXX. This is part one of four, counting down the top thirty one videos of the entire year. YouTube has this new page out -- Youtube dot com slash newyears, where every day they put out a new video, and it's super fun and exciting. It's the entire reason I stay up late. Waiting to see the new video get posted. So let's go right into it and cover the videos that have already been released.I doubt this is in any particular order. I think it's just by the day. All these videos are total collectively best videos of two thousand nine. First video -- Mister Guitar Man. Awesome, I loved Joe, his Video Guitar Impossible. Now, I love this video for the technical expertise, obviously, in the editing and everything else. But personally, I wish they would have chosen the one with the water glasses, playing them with the pens, because that was my favorite that Joe put out this year. I just fell in love with that video.Second video is Biscuit the Sleepwalking Dog. You knew that viral video was gonna be in this list somewhere, and it came out the second day. It's where the dog is sleeping and starts running and then like, wakes itself up and runs into the wall and it's hilarious, and it's so cute.Another one you knew was gonna be up there -- Fred, his One Million Subscribers video. I think it's interesting how of all the Fred videos, they chose that one. But obviously they would, because it was the first person ever to get a million subscribers on the website. So, congratulations Fred -- obviously, you had an amazing two thousand nine.The fourth video is the Know You're Mean Boxy video and special bonus -- they linked to original Boxy Video. Um, can you believe that Boxy came out in January, so it's pretty much been a year since Boxy came onto the scene. That just blows my mind.The fifth video that came out was a video I've never even seen. So it was kind of interesting to get to watch one of the popular videos of two thousand nine for the first time. It's The Guild's Alluring Avatar. It was a really funny video -- I liked it but, yeah, it was good. I -- I wish I had known about it 'cause it's one of those weird things where it's like, I've never seen this before and now I'm being told it's one of the top videos of two thousand nine. Hmm, I don't know how I feel about that. But obviously, if you've seen, you agree with it because it is a very well done video. So, congratulations to the Guild. I don't mean holding his toothpaste wasn't in the shot just then.The sixth video came from Shane Dawson TV. Obviously two thousand nine, we've all said was the year of the Dawson, and um, no surprise they were gonna put him on the list. But I'm very surprised that they chose his very emotional and serious Father's Day video. Yes, the beginning is very funny, but it turns very serious and very personal very quickly. And I think that day that video came out, we all got to see for the first time a very personal side of Shane. And it was such a blessing for him to share that with us. And I am very surprised that put that out there. I'm really glad they did, because I think it's awesome that he shared that with us. And you know, there lot's of people out there that don't have fathers and can very much relate to that situation, um, but I would've thought YouTube would very much keep every thing very, you know, lively and happy. And the fact that they, you know, took it serious and you know, not everything is happy go lucky on YouTube as in life -- um, I'm very, uh, proud of them. And yeah, I think it was a good thing that they chose that video.The seventh video that came out was United Breaks Guitars. Ouch, um -- this video is just about this guy singing about how United broke his guitar. He's a band I've never heard of -- a video I've never seen. Um, and the video -- I'm sorry, not really impressed. Six million views -- impressive. Good job on, you know, getting a viral video out there and, uh, the whole theme of this day I guess of putting this video out was -- oh, clever way to get attention to a problem. Yeah, but United didn't solve those problems, so it really wasn't that great. And if the video was a little better, United would've replaced his guitar. Ooo, bad. the video they put out today, the only one we have left to talk about is We Fail Is A Big Win. Um, yes, I absolutely remember all of those we fail videos of people not having their wrist strap on and throwing the little chuck and into the TV it went. And, oh my goodness, all those plasma high def TV screens that got ruined this year because of the Wi -- oh lordy, don't even get me started on that money. But, thank God I've never done that, because I don't own a Wi, but if I did, you know that strap would be on my wrist at all times. I do not have to ruin my TV, but yeah -- hilarious, hilarious videos. I'm glad they chose that, because -- and that was kind of a very viral thing at the beginning of this year, wasn't it? I feel like it was.Those are all the videos that they've released so far. You need to go and check out and bookmark XXXX so you can see them come out every day. Next Tuesday will be Part Two, where I'll cover the next seven videos that they've released in those seven consecutive days. Uh, thank you so much for watching XXXX. Um, be sure to come back on Friday for XXXX. And I'm really just kind of excited for you to come back next week, because I'm really excited to see the next seven days, and I can't wait to see the rest of the videos that are the top thirty one of the year. Uh, I'm very excited obviously, and also kind of sick which is which this video was a little chit -- showy. But anyways, thank you so much and I'll, uh, talk to you all later, right? Bye.","High","Low","High"
"VLOG339","Uh, hey good morning it's Warn's lake. How are you doing?Um, as many of you know uh, uh, a few weeks ago Bart the Fish, Canada's best loved political fish passed away. It was a very sad uh, time for -- for many thousands of Canadians and a lot of people wondered how can Bart ever be replaced. Well, Bart has been replaced.Um, uh, I don't know if any of you uh, are aware of the fact that I'm kind of into Star Trek. Um, episode forty four broadcasted in December of nineteen sixty seven written by David Gerrold, won many of awards. Uh, Rohant Assdy wrote a song about it uh, called the Trouble with Tribbles and uh, I -- I just wanted to show you here's a -- here's a tribble, can you hear him ?This is a real tribble. See, he's got the real Star Trek thing on it. Um, we call him Greg. So this is uh, Greg the Tribble and um, Greg is, uh, gotta pretty smart political brain. So for example here uh, just listen carefully. Uh, Dalton Agetti . He likes Dalton Agetti.Uh, uh, how about, um, um, how about Mike McManieth ? Ah, that's a nice Tribble. Okay um, okay, how about, oop, Steven Herper , George Bush? He -- he doesn't like them. Steven Harper, George Bush, wow. Greg the Tribble has and acute sense of political, um, smarts.Anyway um, so here you go. Here's Greg, yeah. Say hi to him you are going to get to know him quite a bit over the next little while and ah, have a great day from -- from me and Greg.","Low","High","High"
"VLOG340","﻿Hi, I would like to bring to your attention a new type of hatred, emo bashing. Twice, over the past two days; that's once a day I have been subjected to this by what I refer to as Nazi Aryan elitists. The most shocking thing about all of this; I'm not even emo. Apparently, because I dye my hair; listen to Fallout Boy, My Chemical Romance, and All American Rejects; dress in skull themed black clothing; and refer to myself as emo on Myspace, FaceBook, BeBo and as much as possible. These conformist pigs have labeled me an emo.But what is emo bashing? Well I'll give you two examples. First of all, I was at this party and I'd sabotaged this music system to play nothing but real music, and this chick was like, uh, what's with all the emo music? And I found this really hurtful and really, really super unfair. So, I turned around and said to her what's wrong with emos? And then she responded, and I'm not exaggerating, oh my cat, I'm not exaggerating, because I'm not exaggerating just to make my stories more credible, but she said emos, they're all whiney, arrogant, self absorbed, losers, and it doesn't help that they look ridiculous.Well, here's my well thought out response that I responded with, maybe I said it at the time or I thought it up later, don't be sassy, you obviously are too closed minded to understand anything, you capitalist. How can you judge people based on a biased opinion like that? How many emos did you even know? None. Then how can you make blanket assumptions about their personalities? Unned .And I mean, I don't mean to compare the mild dislike of the subculture as something as serious as racism, but this is tantamount to racism. I mean, look at slavery if George Washington, or whoever was in charge of that, had sat down and talked to some slaves maybe he would have liked them. I mean, rap music does suck, but it's still possible. And then this morning some chick outed me from MySpace and she was, like, really rude. She told me that my blogs were really retarded and that I need to get a life, because I didn't have one. I was so angry that I skipped university to make this video blog. What a bi -","Low","Low","Low"
"VLOG341","﻿Okay. So it's not kind of shining, but just forget that. Um, hello everybody. I am making a video because I have nothing else to do but I really don't know what to talk about, so I'm just going to go with the flow here.First of all, look at my amazing shirt. It's a peace shirt. I got that from Hot Topic when I went. Oh, I went out of town this past week and I went to, um, with my mom and yeah, I had a lot of fun. It's kinda boring, 'cause like, you know, I'm vegetarian, right? And it's, like, really, really hard to find a vegetarian alternative at places. You know, cause you usually I don't eat out anymore really. I used to eat stuff at the house so it was kind of tricky with that. I think I probably lost a couple of pounds, but yeah. So that is all with that. My mom did pretty good I think and yeah, so, I don't really -- I don't really have anything, really have anything going on right now. Um, yeah.Let's see, my birthday is coming up very soon. But it is actually a friend of mine's birthday, his name is Ryan and, um, I was going to say happy birthday on here and so happy birthday and he probably doesn't watch this but I don't really care. I'm just going to say it anyways. But my birthday is real soon. I'll be seventeen. I think I already said that on my past video. I don't know but I'm getting excited for it and this is great news, everybody. I am not afraid to talk on the phone anymore, and, I got a Skype so anybody who wants my Skype or something or just wants to talk to me on Skype, ask me and I will give it to you. Okay? And we'll talk on there. So yeah, that was probably all for now, just a little update you know, stuff like that. Uh, phbbbth, don't know.My hair -- I my hair earlier and it's becoming like an afro, really bad and I don't know what to do. I want to get a haircut but I don't want it really short because this is with gel and it looks good with gel still. And then like a little, a little, uh, like frizzy but that's about it so, yeah. I will probably make another video soon, and I will talk to you all later.","Low","High","High"
"VLOG343","Hello internet, I just can't concentrate on anything anymore. Here I am, I have a quick question and that question is do you know what the Project for Awesome is? If you don't go to this link and read about the Project for Awesome; if you do I can go right into the question I'm going to ask; what charities do you support? If you are not taking part in the Project for Awesome this year, I need to know what charities you guys think are most important. I already have a couple that I support, but I need one specific charity; not really picky about what it supports that I can do for the Project for Awesome this year. I was going to do one last year, and I was going to do Save Darfur, but I never got around to making the videos so I kind of, you know, just put it on hold, but this year I really, really, really want to do Project for Awesome so I need your input; what charities do you guys think are the most important? Leave me a comment; send me a video response or message and let me know what you guys think.I have two YouTube accounts so I might do two videos, we'll see what happens, but I need to know what you guys think and I'll compare your responses with what I already had in mind and we'll go from there.If my head looks a little bit weirder than normal, it's because I got a haircut and it's really short. It's a little bit shorter than I hoped and I've had a hat on all day; so it looks really weird, but I don't know I'm kind of getting used to it; that's the beard I guess. I don't know. For some reason my beard doesn't grow as well as Shay Carl's does. So I'm never going to have an awesome fuzzy, grizzly Adams beard; like Shay.What else happened, I went on a hunting trip with my dad. We saw about seven deer total, one small buck and six doe; including the one that ran out in front of us as we were driving home from the bar. I saw some Cougar tracks and we also had a verbal argument with a porcupine, which was kind of exciting.I also got Blu ray from Wal Mart, they had it priced at twenty bucks and it rang up as fifteen. It really surprised me because this one comes with the blu ray, the special features and this is where the regular DVD goes, people are actually watching it downstairs and it also comes with the digital copy. Let's see, it says there right there on the back. I was really, really excited to get this because on the special features they have footage from the Deathly Hollows. If you haven't bought it yet, I recommend doing so. If you guys don't already know I'm a hardcore Harry Potter fanatic and I was sitting here yesterday and I was watching the movie; I started to get really, really giddy and excited and when I watched the footage from the Deathly Hollows; and I kind of a did a little face palm because I realized I was trying to do what one of those Twilight fans would do and then I realized that Harry Potter is so much better than Twilight on every level imaginable; and I felt okay about it again.If you guys haven't checked out averagewizard. com, do so. It's really cool. It's kind of like that FMLs and the MLIA for Harry Potter fanatics; and there's a Twilight one as well, but I've been, you know, staying away from it because it's Twilight. I mean I enjoyed the books when I read them, but this whole fan base is just ridiculous. Harry Potter teaches to overcome adversity and keep your friends close and, you know, to treasure life. Twilight teaches pedophilia and bestiality. .Seven up is the best drink ever. I used to be obsessed with Sierra Mist and then I started drinking Seven Up again; and it's actually a little bit better for you. I mean it's still pop, soda, fizzy drink whatever you guys call it where you're from. It's not good for you at all in general, but over Sprite and Coke and Sierra Mist and Pepsi, this is actually better for you because it's all natural flavors; and there's really no additives other than corn syrup. So I really like Seven Up, but I'm trying to get off pop completely.I know I'm kind of late in the dedication to December, so I'll like start that on the fifteenth and just do half way through December and January.Oh, one more thing, this New Year's I'm going down to Pittsburg to spend that period of time with my guitarist, Kevin, and his wife Hilary and Kevin and I are going to be recording some tracks. If you guys haven't checked us out on MySpace, I'm going to put the link right here at the bottom. Be sure to check this out, add us, and listen to the tracks that Kevin has already laid down. None of my vocal tracks are up there just yet. I haven't had really a chance to record anything good; my house is always full of people and it's just, you know, hard to record anything here. So when I go down there we're going to get some recording done and we will have a studio EP within the coming months; so keep an ear out for us; add us on MySpace; we're going to have a YouTube where we're hopefully going to have some unplugged taped stuff. So who knows; and if you like it you do; and if you don't well tell us; tell us why you don't like it; maybe we can do something that suites your taste.Thanks for watching and I will see you guys later. Peace.","High","High","Low"
